ArrayExpress_Species	ArrayExpress_StrainOrLine	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	anonymized_name	collection_date	geographic_location_country_and_or_sea	host_health_state	isolation_source	serovar	specific_host	strain	supplier_name	Consent	LibrarySource
		WGS	BioProject40625	200	PRJEB3215	SAMEA1968600	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333667	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995839	2014-03-08	251	111	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360896	ERS327453	ERP001718	SBVW891-sc-2013-07-18T13:23:15Z-1668786	1668786	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-012486	SBVW891	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2146445	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333669	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995863	2014-03-08	327	145	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360898	ERS327456	ERP001718	SBVW894-sc-2013-07-18T13:23:18Z-1668789	1668789	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-015926	SBVW894	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2144958	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333670	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995875	2014-03-08	438	191	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360899	ERS327457	ERP001718	SBVW895-sc-2013-07-18T13:23:19Z-1668790	1668790	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-018118	SBVW895	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2160899	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333671	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995887	2014-03-08	310	138	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360900	ERS327458	ERP001718	SBVW897-sc-2013-07-18T13:23:20Z-1668791	1668791	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-018908	SBVW897	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2154208	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333673	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995911	2014-03-08	296	133	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360902	ERS327460	ERP001718	SBVW899-sc-2013-07-18T13:23:22Z-1668793	1668793	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2010-005821	SBVW899	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2152977	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333674	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995923	2014-03-08	332	148	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360903	ERS327461	ERP001718	SBVW900-sc-2013-07-18T13:23:23Z-1668794	1668794	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-020905	SBVW900	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2155387	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333675	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995840	2014-03-08	297	131	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360904	ERS327463	ERP001718	SBVW902-sc-2013-07-18T13:23:25Z-1668796	1668796	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	2006-024861	SBVW902	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2145931	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333676	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995852	2014-03-08	343	156	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360905	ERS327481	ERP001718	SBVW921-sc-2013-07-18T13:23:42Z-1668814	1668814	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2011-000664	SBVW921	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2159055	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333677	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995864	2014-03-08	393	173	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360906	ERS327489	ERP001718	SBVW929-sc-2013-07-18T13:23:50Z-1668822	1668822	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	2011-024146	SBVW929	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2155798	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333678	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995888	2014-03-08	351	155	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360907	ERS327492	ERP001718	SBVW932-sc-2013-07-18T13:23:53Z-1668825	1668825	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-010535	SBVW932	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2152269	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333679	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995900	2014-03-08	437	193	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360908	ERS327493	ERP001718	SBVW933-sc-2013-07-18T13:23:54Z-1668826	1668826	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-010742	SBVW933	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2160371	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333680	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995912	2014-03-08	947	418	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360909	ERS327494	ERP001718	SBVW935-sc-2013-07-18T13:23:55Z-1668827	1668827	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-009188	SBVW935	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2149147	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333681	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995924	2014-03-08	379	167	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360910	ERS327495	ERP001718	SBVW936-sc-2013-07-18T13:23:56Z-1668828	1668828	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2009-018790	SBVW936	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2143383	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333682	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995841	2014-03-08	637	282	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360911	ERS327496	ERP001718	SBVW937-sc-2013-07-18T13:23:57Z-1668829	1668829	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-002891	SBVW937	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2148542	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333683	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995853	2014-03-08	378	165	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360912	ERS327497	ERP001718	SBVW938-sc-2013-07-18T13:23:57Z-1668830	1668830	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2008-020523	SBVW938	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2161296	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333685	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995877	2014-03-08	402	176	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360914	ERS327505	ERP001718	SBVW947-sc-2013-07-18T13:24:05Z-1668838	1668838	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2003-000735	SBVW947	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2156527	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333686	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995901	2014-03-08	383	168	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360915	ERS327507	ERP001718	SBVW949-sc-2013-07-18T13:24:07Z-1668840	1668840	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-011897	SBVW949	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2153073	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333687	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995913	2014-03-08	400	177	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360916	ERS327508	ERP001718	SBVW950-sc-2013-07-18T13:24:08Z-1668841	1668841	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-011885	SBVW950	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2160171	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333688	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995925	2014-03-08	382	168	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360917	ERS327509	ERP001718	SBVW951-sc-2013-07-18T13:24:09Z-1668842	1668842	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-011284	SBVW951	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2154750	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333690	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995854	2014-03-08	408	179	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360919	ERS327511	ERP001718	SBVW953-sc-2013-07-18T13:24:11Z-1668844	1668844	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-003910	SBVW953	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2149061	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333691	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995866	2014-03-08	386	171	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360920	ERS327512	ERP001718	SBVW954-sc-2013-07-18T13:24:12Z-1668845	1668845	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-004687	SBVW954	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2147418	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333692	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995878	2014-03-08	444	197	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360921	ERS327513	ERP001718	SBVW955-sc-2013-07-18T13:24:13Z-1668846	1668846	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-016786	SBVW955	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2154549	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333693	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995890	2014-03-08	356	157	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360922	ERS327514	ERP001718	SBVW956-sc-2013-07-18T13:24:14Z-1668847	1668847	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2010-001056	SBVW956	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2151542	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333694	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995914	2014-03-08	370	165	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360923	ERS327519	ERP001718	SBVW961-sc-2013-07-18T13:24:18Z-1668852	1668852	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-010759	SBVW961	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2160721	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333695	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995855	2014-03-08	371	164	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360924	ERS327523	ERP001718	SBVW966-sc-2013-07-18T13:24:23Z-1668856	1668856	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-000742	SBVW966	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2159940	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333696	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995867	2014-03-08	485	212	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360925	ERS327524	ERP001718	SBVW968-sc-2013-07-18T13:24:24Z-1668857	1668857	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-010559	SBVW968	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2155193	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333697	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995879	2014-03-08	428	190	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360926	ERS327525	ERP001718	SBVW969-sc-2013-07-18T13:24:24Z-1668858	1668858	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-002876	SBVW969	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2153846	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333698	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995891	2014-03-08	416	183	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360927	ERS327526	ERP001718	SBVW970-sc-2013-07-18T13:24:25Z-1668859	1668859	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2009-012656	SBVW970	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2153325	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333699	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995927	2014-03-08	360	161	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360928	ERS327530	ERP001718	SBVW974-sc-2013-07-18T13:24:29Z-1668864	1668864	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-019292	SBVW974	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2146843	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333700	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995844	2014-03-08	314	136	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360929	ERS327532	ERP001718	SBVW976-sc-2013-07-18T13:24:31Z-1668866	1668866	2012	Cambodia	Not known	not known	Typhi	Homo sapiens	01-2010-005164	SBVW976	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2155801	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333701	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995856	2014-03-08	326	144	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360930	ERS327533	ERP001718	SBVW977-sc-2013-07-18T13:24:32Z-1668867	1668867	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-012029	SBVW977	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2153676	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333702	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995868	2014-03-08	317	138	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360931	ERS327534	ERP001718	SBVW978-sc-2013-07-18T13:24:34Z-1668868	1668868	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-011846	SBVW978	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2144171	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333703	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995880	2014-03-08	336	150	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360932	ERS327535	ERP001718	SBVW979-sc-2013-07-18T13:24:35Z-1668869	1668869	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-012131	SBVW979	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2155753	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333705	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995845	2014-03-08	314	138	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360934	ERS327543	ERP001718	SBVW987-sc-2013-07-18T13:24:43Z-1668877	1668877	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2004-006350	SBVW987	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2148418	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333706	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995857	2014-03-08	402	182	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360935	ERS327544	ERP001718	SBVW988-sc-2013-07-18T13:24:44Z-1668878	1668878	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2002-213689	SBVW988	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2163496	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333707	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995869	2014-03-08	353	158	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360936	ERS327545	ERP001718	SBVW989-sc-2013-07-18T13:24:45Z-1668879	1668879	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2002-215815	SBVW989	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2157321	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333708	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995881	2014-03-08	368	167	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360937	ERS327546	ERP001718	SBVW990-sc-2013-07-18T13:24:46Z-1668880	1668880	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2011-005568	SBVW990	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2160624	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333709	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995893	2014-03-08	312	137	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360938	ERS327547	ERP001718	SBVW991-sc-2013-07-18T13:24:47Z-1668881	1668881	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2011-004759	SBVW991	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2149292	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333710	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995905	2014-03-08	339	152	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360939	ERS327548	ERP001718	SBVW992-sc-2013-07-18T13:24:47Z-1668882	1668882	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-014737	SBVW992	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2146149	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333711	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995917	2014-03-08	321	148	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360940	ERS327549	ERP001718	SBVW993-sc-2013-07-18T13:24:48Z-1668883	1668883	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-015146	SBVW993	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2157136	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333712	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995846	2014-03-08	305	134	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360941	ERS327553	ERP001718	SBVW997-sc-2013-07-18T13:24:53Z-1668887	1668887	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-019308	SBVW997	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2150470	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333713	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995858	2014-03-08	376	165	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360942	ERS327554	ERP001718	SBVW998-sc-2013-07-18T13:24:53Z-1668888	1668888	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-020127	SBVW998	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2144545	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333714	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995870	2014-03-08	357	157	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360943	ERS327555	ERP001718	SBVW999-sc-2013-07-18T13:24:55Z-1668889	1668889	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2011-008969	SBVW999	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2161397	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333715	208	Illumina HiSeq 2000	PAIRED	RANDOM	7995882	2014-03-08	314	137	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360944	ERS327556	ERP001718	SBVW1000-sc-2013-07-18T13:24:55Z-1668890	1668890	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-022646	SBVW1000	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2155345	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333716	207	Illumina HiSeq 2000	PAIRED	RANDOM	7995838	2014-03-08	375	166	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360945	ERS327435	ERP001718	SBVW873-sc-2013-07-18T13:22:58Z-1668768	1668768	2008	Cambodia	Not known	blood	Typhi	Homo sapiens	2008-003275	SBVW873	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2156579	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333717	207	Illumina HiSeq 2000	PAIRED	RANDOM	7995850	2014-03-08	342	148	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360946	ERS327437	ERP001718	SBVW875-sc-2013-07-18T13:23:00Z-1668770	1668770	2008	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-025892	SBVW875	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2143996	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333718	207	Illumina HiSeq 2000	PAIRED	RANDOM	7995862	2014-03-08	376	167	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360947	ERS327438	ERP001718	SBVW876-sc-2013-07-18T13:23:01Z-1668771	1668771	2008	Cambodia	Not known	blood	Typhi	Homo sapiens	2008-007203	SBVW876	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2156892	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333719	207	Illumina HiSeq 2000	PAIRED	RANDOM	7995874	2014-03-08	322	141	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360948	ERS327440	ERP001718	SBVW878-sc-2013-07-18T13:23:03Z-1668773	1668773	2008	Cambodia	Not known	blood	Typhi	Homo sapiens	2008-007991	SBVW878	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2148252	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333720	207	Illumina HiSeq 2000	PAIRED	RANDOM	7995886	2014-03-08	325	147	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360949	ERS327441	ERP001718	SBVW879-sc-2013-07-18T13:23:04Z-1668774	1668774	2008	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-016977	SBVW879	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2157882	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333721	207	Illumina HiSeq 2000	PAIRED	RANDOM	7995910	2014-03-08	299	133	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360950	ERS327445	ERP001718	SBVW883-sc-2013-07-18T13:23:08Z-1668778	1668778	2008	Cambodia	Not known	blood	Typhi	Homo sapiens	2008-012004	SBVW883	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA1968600	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333723	207	Illumina HiSeq 2000	PAIRED	RANDOM	7995839	2014-03-08	248	110	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360952	ERS327453	ERP001718	SBVW891-sc-2013-07-18T13:23:15Z-1668786	1668786	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-012486	SBVW891	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2146445	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-10-28	2018-03-09	ERX333725	207	Illumina HiSeq 2000	PAIRED	RANDOM	7995863	2014-03-08	324	144	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-03-14	ERR360954	ERS327456	ERP001718	SBVW894-sc-2013-07-18T13:23:18Z-1668789	1668789	2010	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-015926	SBVW894	public	GENOMIC
