Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	host	host_disease	isolate_name_alias	isolation_source	lat_lon	potential_contaminant	sequence_type	serovar	strain	sub_species	Consent	LibrarySource
WGS		199	PRJNA248792	SAMN08822212	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866039	0	Illumina HiSeq 2500	PAIRED	RANDOM	302638	2018-03-30	339	155	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918595	SRS3109276	SRP042645	302638.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	302638	human	Missing	None detected	11	Salmonella Enteritidis	302638	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN08822213	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866040	0	Illumina HiSeq 2500	PAIRED	RANDOM	393947	2018-03-30	349	162	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918596	SRS3109277	SRP042645	393947.biosample	PHE	Jul-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	393947	human	Missing	None detected	11	Salmonella Enteritidis	393947	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822219	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866042	0	Illumina HiSeq 2500	PAIRED	RANDOM	371906	2018-03-30	115	58	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918598	SRS3109278	SRP042645	371906.biosample	PHE	May-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	371906	human	Missing	None detected	11	Salmonella Enteritidis	371906	enterica	public	GENOMIC
WGS		191	PRJNA248792	SAMN08822208	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866043	0	Illumina HiSeq 2500	PAIRED	RANDOM	427437	2018-03-30	475	245	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918599	SRS3109279	SRP042645	427437.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	427437	human	Missing	None detected	11	Salmonella Enteritidis	427437	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822209	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866046	0	Illumina HiSeq 2500	PAIRED	RANDOM	445209	2018-03-30	456	213	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918602	SRS3109280	SRP042645	445209.biosample	PHE	2017-11	United Kingdom: United Kingdom	Homo sapiens	Not available	445209	human	Missing	None detected	11	Salmonella Enteritidis	445209	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822214	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866044	0	Illumina HiSeq 2500	PAIRED	RANDOM	411518	2018-03-30	348	181	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918600	SRS3109281	SRP042645	411518.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	411518	human	Missing	None detected	11	Salmonella Enteritidis	411518	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822218	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866045	0	Illumina HiSeq 2500	PAIRED	RANDOM	205736	2018-03-30	247	113	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918601	SRS3109282	SRP042645	205736.biosample	PHE	Jan-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	205736	human	Missing	None detected	11	Salmonella Enteritidis	205736	enterica	public	GENOMIC
WGS		190	PRJNA248792	SAMN08822216	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866047	0	Illumina HiSeq 2500	PAIRED	RANDOM	368262	2018-03-30	401	197	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918603	SRS3109283	SRP042645	368262.biosample	PHE	May-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	368262	human	Missing	None detected	11	Salmonella Enteritidis	368262	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822215	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866048	0	Illumina HiSeq 2500	PAIRED	RANDOM	405947	2018-03-30	502	217	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918604	SRS3109284	SRP042645	405947.biosample	PHE	Jul-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	405947	human	Missing	None detected	11	Salmonella Enteritidis	405947	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN08822210	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866049	0	Illumina HiSeq 2500	PAIRED	RANDOM	333937	2018-03-30	220	105	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918605	SRS3109285	SRP042645	333937.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	333937	human	Missing	None detected	11	Salmonella Enteritidis	333937	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822211	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866041	0	Illumina HiSeq 2500	PAIRED	RANDOM	413218	2018-03-30	345	170	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918597	SRS3109286	SRP042645	413218.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	413218	human	Missing	None detected	11	Salmonella Enteritidis	413218	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822224	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866051	0	Illumina HiSeq 2500	PAIRED	RANDOM	429713	2018-03-30	430	203	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918607	SRS3109288	SRP042645	429713.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	429713	human	Missing	None detected	11	Salmonella Enteritidis	429713	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN08822226	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866052	0	Illumina HiSeq 2500	PAIRED	RANDOM	294784	2018-03-30	492	238	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918608	SRS3109289	SRP042645	294784.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	294784	human	Missing	None detected	11	Salmonella Enteritidis	294784	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN08822220	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866053	0	Illumina HiSeq 2500	PAIRED	RANDOM	443542	2018-03-30	526	258	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918609	SRS3109290	SRP042645	443542.biosample	PHE	2017-11	United Kingdom: United Kingdom	Homo sapiens	Not available	443542	human	Missing	None detected	11	Salmonella Enteritidis	443542	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822230	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866068	0	Illumina HiSeq 2500	PAIRED	RANDOM	408258	2018-03-30	385	200	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918624	SRS3109306	SRP042645	408258.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	408258	human	Missing	None detected	11	Salmonella Enteritidis	408258	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN08822232	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866070	0	Illumina HiSeq 2500	PAIRED	RANDOM	355051	2018-03-30	285	130	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918626	SRS3109307	SRP042645	355051.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	355051	human	Missing	None detected	11	Salmonella Enteritidis	355051	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822268	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866071	0	Illumina HiSeq 2500	PAIRED	RANDOM	413217	2018-03-30	388	191	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918627	SRS3109308	SRP042645	413217.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	413217	human	Missing	None detected	11	Salmonella Enteritidis	413217	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822280	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866072	0	Illumina HiSeq 2500	PAIRED	RANDOM	421188	2018-03-30	536	254	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918628	SRS3109309	SRP042645	421188.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	421188	human	Missing	None detected	11	Salmonella Enteritidis	421188	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822272	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866073	0	Illumina HiSeq 2500	PAIRED	RANDOM	430342	2018-03-30	485	233	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918629	SRS3109310	SRP042645	430342.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	430342	human	Missing	None detected	11	Salmonella Enteritidis	430342	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822263	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866074	0	Illumina HiSeq 2500	PAIRED	RANDOM	429773	2018-03-30	391	178	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918630	SRS3109311	SRP042645	429773.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	429773	human	Missing	None detected	11	Salmonella Enteritidis	429773	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822266	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866075	0	Illumina HiSeq 2500	PAIRED	RANDOM	429781	2018-03-30	269	123	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918631	SRS3109312	SRP042645	429781.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	429781	human	Missing	None detected	11	Salmonella Enteritidis	429781	enterica	public	GENOMIC
WGS		176	PRJNA248792	SAMN08822261	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866084	0	Illumina HiSeq 2500	PAIRED	RANDOM	361770	2018-03-30	251	118	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918640	SRS3109321	SRP042645	361770.biosample	PHE	Apr-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	361770	human	Missing	None detected	11	Salmonella Enteritidis	361770	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822249	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866085	0	Illumina HiSeq 2500	PAIRED	RANDOM	285854	2018-03-30	251	122	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918641	SRS3109322	SRP042645	285854.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	285854	human	Missing	None detected	11	Salmonella Enteritidis	285854	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822254	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866086	0	Illumina HiSeq 2500	PAIRED	RANDOM	202247	2018-03-30	363	165	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918642	SRS3109323	SRP042645	202247.biosample	PHE	2015-12	United Kingdom: United Kingdom	Homo sapiens	Not available	202247	human	Missing	None detected	11	Salmonella Enteritidis	202247	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN08822241	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866087	0	Illumina HiSeq 2500	PAIRED	RANDOM	346906	2018-03-30	224	96	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918643	SRS3109324	SRP042645	346906.biosample	PHE	Feb-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	346906	human	Missing	None detected	11	Salmonella Enteritidis	346906	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822251	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866088	0	Illumina HiSeq 2500	PAIRED	RANDOM	423839	2018-03-30	303	153	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918644	SRS3109325	SRP042645	423839.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	423839	human	Missing	None detected	11	Salmonella Enteritidis	423839	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822221	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866054	0	Illumina HiSeq 2500	PAIRED	RANDOM	445215	2018-03-30	339	158	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918610	SRS3109291	SRP042645	445215.biosample	PHE	2017-11	United Kingdom: United Kingdom	Homo sapiens	Not available	445215	human	Missing	None detected	11	Salmonella Enteritidis	445215	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822228	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866055	0	Illumina HiSeq 2500	PAIRED	RANDOM	388675	2018-03-30	153	66	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918611	SRS3109292	SRP042645	388675.biosample	PHE	Jul-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	388675	human	Missing	None detected	11	Salmonella Enteritidis	388675	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822223	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866056	0	Illumina HiSeq 2500	PAIRED	RANDOM	433503	2018-03-30	397	198	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918612	SRS3109293	SRP042645	433503.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	433503	human	Missing	None detected	11	Salmonella Enteritidis	433503	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822225	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866057	0	Illumina HiSeq 2500	PAIRED	RANDOM	453258	2018-03-30	439	207	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918613	SRS3109294	SRP042645	453258.biosample	PHE	2017-12	United Kingdom: United Kingdom	Homo sapiens	Not available	453258	human	Missing	None detected	11	Salmonella Enteritidis	453258	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN08822222	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866058	0	Illumina HiSeq 2500	PAIRED	RANDOM	363609	2018-03-30	292	140	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918614	SRS3109295	SRP042645	363609.biosample	PHE	Apr-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	363609	human	Missing	None detected	11	Salmonella Enteritidis	363609	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822227	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866059	0	Illumina HiSeq 2500	PAIRED	RANDOM	432176	2018-03-30	323	152	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918615	SRS3109296	SRP042645	432176.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	432176	human	Missing	None detected	11	Salmonella Enteritidis	432176	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822229	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866060	0	Illumina HiSeq 2500	PAIRED	RANDOM	306645	2018-03-30	423	191	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918616	SRS3109297	SRP042645	306645.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	306645	human	Missing	None detected	11	Salmonella Enteritidis	306645	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN08822233	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866061	0	Illumina HiSeq 2500	PAIRED	RANDOM	352090	2018-03-30	322	143	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918617	SRS3109298	SRP042645	352090.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	352090	human	Missing	None detected	11	Salmonella Enteritidis	352090	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN08822234	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866062	0	Illumina HiSeq 2500	PAIRED	RANDOM	376224	2018-03-30	326	156	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918618	SRS3109299	SRP042645	376224.biosample	PHE	Jun-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	376224	human	Missing	None detected	11	Salmonella Enteritidis	376224	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822238	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866063	0	Illumina HiSeq 2500	PAIRED	RANDOM	401642	2018-03-30	308	128	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918619	SRS3109300	SRP042645	401642.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	401642	human	Missing	None detected	11	Salmonella Enteritidis	401642	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822231	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866064	0	Illumina HiSeq 2500	PAIRED	RANDOM	378583	2018-03-30	96	44	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918620	SRS3109301	SRP042645	378583.biosample	PHE	Jun-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	378583	human	Missing	None detected	11	Salmonella Enteritidis	378583	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822235	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866065	0	Illumina HiSeq 2500	PAIRED	RANDOM	442638	2018-03-30	221	103	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918621	SRS3109302	SRP042645	442638.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	442638	human	Missing	None detected	11	Salmonella Enteritidis	442638	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN08822239	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866067	0	Illumina HiSeq 2500	PAIRED	RANDOM	294720	2018-03-30	428	223	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918623	SRS3109304	SRP042645	294720.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	294720	human	Missing	None detected	11	Salmonella Enteritidis	294720	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822237	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866069	0	Illumina HiSeq 2500	PAIRED	RANDOM	261458	2018-03-30	387	178	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918625	SRS3109305	SRP042645	261458.biosample	PHE	Jun-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	261458	human	Missing	None detected	11	Salmonella Enteritidis	261458	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822244	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866089	0	Illumina HiSeq 2500	PAIRED	RANDOM	434340	2018-03-30	263	123	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918645	SRS3109326	SRP042645	434340.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	434340	human	Missing	None detected	11	Salmonella Enteritidis	434340	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822257	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866090	0	Illumina HiSeq 2500	PAIRED	RANDOM	432273	2018-03-30	336	154	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918646	SRS3109327	SRP042645	432273.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	432273	human	Missing	None detected	11	Salmonella Enteritidis	432273	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822246	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866091	0	Illumina HiSeq 2500	PAIRED	RANDOM	314996	2018-03-30	415	194	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918647	SRS3109328	SRP042645	314996.biosample	PHE	2016-11	United Kingdom: United Kingdom	Homo sapiens	Not available	314996	human	Missing	None detected	11	Salmonella Enteritidis	314996	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN08822275	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866092	0	Illumina HiSeq 2500	PAIRED	RANDOM	329868	2018-03-30	461	222	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918648	SRS3109329	SRP042645	329868.biosample	PHE	2016-12	United Kingdom: United Kingdom	Homo sapiens	Not available	329868	human	Missing	None detected	11	Salmonella Enteritidis	329868	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822357	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866093	0	Illumina HiSeq 2500	PAIRED	RANDOM	421697	2018-03-30	493	236	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918649	SRS3109330	SRP042645	421697.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	421697	human	Missing	None detected	11	Salmonella Enteritidis	421697	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822363	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866095	0	Illumina HiSeq 2500	PAIRED	RANDOM	434353	2018-03-30	341	157	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918651	SRS3109331	SRP042645	434353.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	434353	human	Missing	None detected	11	Salmonella Enteritidis	434353	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822364	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866094	0	Illumina HiSeq 2500	PAIRED	RANDOM	275788	2018-03-30	348	166	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918650	SRS3109332	SRP042645	275788.biosample	PHE	Jul-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	275788	human	Missing	None detected	11	Salmonella Enteritidis	275788	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822362	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866096	0	Illumina HiSeq 2500	PAIRED	RANDOM	436049	2018-03-30	319	155	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918652	SRS3109333	SRP042645	436049.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	436049	human	Missing	None detected	183	Salmonella Enteritidis	436049	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822365	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866097	0	Illumina HiSeq 2500	PAIRED	RANDOM	327912	2018-03-30	594	288	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918653	SRS3109334	SRP042645	327912.biosample	PHE	2016-12	United Kingdom: United Kingdom	Homo sapiens	Not available	327912	human	Missing	None detected	11	Salmonella Enteritidis	327912	enterica	public	GENOMIC
WGS		188	PRJNA248792	SAMN08822361	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866098	0	Illumina HiSeq 2500	PAIRED	RANDOM	368293	2018-03-30	615	302	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918654	SRS3109335	SRP042645	368293.biosample	PHE	May-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	368293	human	Missing	None detected	11	Salmonella Enteritidis	368293	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN08822360	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866100	0	Illumina HiSeq 2500	PAIRED	RANDOM	393975	2018-03-30	316	148	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918656	SRS3109336	SRP042645	393975.biosample	PHE	Jul-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	393975	human	Missing	None detected	11	Salmonella Enteritidis	393975	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822358	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866099	0	Illumina HiSeq 2500	PAIRED	RANDOM	442670	2018-03-30	359	166	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918655	SRS3109337	SRP042645	442670.biosample	PHE	2017-11	United Kingdom: United Kingdom	Homo sapiens	Not available	442670	human	Missing	None detected	11	Salmonella Enteritidis	442670	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822356	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866101	0	Illumina HiSeq 2500	PAIRED	RANDOM	462585	2018-03-30	438	222	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918657	SRS3109338	SRP042645	462585.biosample	PHE	2017-12	United Kingdom: United Kingdom	Homo sapiens	Not available	462585	human	Missing	None detected	11	Salmonella Enteritidis	462585	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN08822359	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866102	0	Illumina HiSeq 2500	PAIRED	RANDOM	274318	2018-03-30	461	239	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918658	SRS3109339	SRP042645	274318.biosample	PHE	Jul-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	274318	human	Missing	None detected	11	Salmonella Enteritidis	274318	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822377	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866279	0	Illumina HiSeq 2500	PAIRED	RANDOM	420609	2018-03-30	494	242	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918852	SRS3109500	SRP042645	420609.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	420609	human	Missing	None detected	11	Salmonella Enteritidis	420609	enterica	public	GENOMIC
