ArrayExpress_Species	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	isolate_name_alias	isolation_source	lat_lon	serovar	strain	sub_species	Consent	LibrarySource
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820719		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614599	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608689	2014-10-22	490	210	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658278	ERS568073	ERP000347	JW_BL13440-sc-1015606		2003			Not Known		Paratyphi A	BL13440		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820731		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614589	281	Illumina Genome Analyzer II	PAIRED	RANDOM	1574307	2014-10-22	575	251	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658268	ERS568085	ERP000347	JW_D441-sc-1015615		2003			Not Known		Paratyphi A	D441		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820679		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614566	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574094	2014-10-22	544	235	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658245	ERS568033	ERP000347	JW_138_69-sc-1015572		2002			Not Known		Paratyphi A	138-69		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820682		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614568	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574096	2014-10-22	535	230	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658247	ERS568036	ERP000347	JW_181_42-sc-1015574		2006			Not Known		Paratyphi A	181-42		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820685		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614571	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574099	2014-10-22	535	227	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658250	ERS568039	ERP000347	JW_31-sc-1015577		2007			Not Known		Paratyphi A	31		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820687		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614602	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574139	2014-10-22	291	122	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658281	ERS568041	ERP000347	JW_40-sc-1015579		2005			Not Known		Paratyphi A	40		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820689		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614604	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574141	2014-10-22	390	166	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658283	ERS568043	ERP000347	JW_56-sc-1015581		2007			Not Known		Paratyphi A	56		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820691		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614606	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574143	2014-10-22	331	138	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658285	ERS568045	ERP000347	JW_58_38-sc-1015583		2002			Not Known		Paratyphi A	58-38		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820692		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614607	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574144	2014-10-22	316	133	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658286	ERS568046	ERP000347	JW_68_178-sc-1015584		2004			Not Known		Paratyphi A	68-178		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820694		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614608	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574145	2014-10-22	345	146	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658287	ERS568048	ERP000347	JW_83-sc-1015585		2007			Not Known		Paratyphi A	83		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820695		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614609	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574146	2014-10-22	424	177	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658288	ERS568049	ERP000347	JW_A1338-sc-1015586		2004			Not Known		Paratyphi A	A1338		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820697		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614611	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574148	2014-10-22	282	119	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658290	ERS568051	ERP000347	JW_A4869-sc-1015588		2004			Not Known		Paratyphi A	A4869		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820700		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614574	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574228	2014-10-22	383	148	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658253	ERS568054	ERP000347	JW_A5230-sc-1015590		2005			Not Known		Paratyphi A	A5230		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820702		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614576	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574230	2014-10-22	387	151	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658255	ERS568056	ERP000347	JW_A5240-sc-1015592		2005			Not Known		Paratyphi A	A5240		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820704		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614578	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574232	2014-10-22	368	140	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658257	ERS568058	ERP000347	JW_A5301-sc-1015594		2005			Not Known		Paratyphi A	A5301		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820707		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614580	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574234	2014-10-22	469	177	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658259	ERS568061	ERP000347	JW_A5946-sc-1015596		2007			Not Known		Paratyphi A	A5946		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820709		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614582	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574236	2014-10-22	416	160	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658261	ERS568063	ERP000347	JW_A6161-sc-1015598		2008			Not Known		Paratyphi A	A6161		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820712		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614593	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608683	2014-10-22	546	237	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658272	ERS568066	ERP000347	JW_B1357-sc-1015600		2004			Not Known		Paratyphi A	B1357		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820713		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614594	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608684	2014-10-22	557	242	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658273	ERS568067	ERP000347	JW_B4173-sc-1015601		2005			Not Known		Paratyphi A	B4173		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820716		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614596	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608686	2014-10-22	520	222	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658275	ERS568070	ERP000347	JW_B7697-sc-1015603		2007			Not Known		Paratyphi A	B7697		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820718		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614598	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608688	2014-10-22	565	250	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658277	ERS568072	ERP000347	JW_B964-sc-1015605		2003			Not Known		Paratyphi A	B964		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820721		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614600	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608690	2014-10-22	530	229	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658279	ERS568075	ERP000347	JW_BL14275-sc-1015607		2002			Not Known		Paratyphi A	BL14275		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820723		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614583	281	Illumina Genome Analyzer II	PAIRED	RANDOM	1574301	2014-10-22	607	257	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658262	ERS568077	ERP000347	JW_BL23318-sc-1015609		2004			Not Known		Paratyphi A	BL23318		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820726		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614585	281	Illumina Genome Analyzer II	PAIRED	RANDOM	1574303	2014-10-22	571	244	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658264	ERS568080	ERP000347	JW_C4672-sc-1015611		2005			Not Known		Paratyphi A	C4672		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820728		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614587	281	Illumina Genome Analyzer II	PAIRED	RANDOM	1574305	2014-10-22	600	257	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658266	ERS568082	ERP000347	JW_D1985-sc-1015613		2004			Not Known		Paratyphi A	D1985		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820730		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614588	281	Illumina Genome Analyzer II	PAIRED	RANDOM	1574306	2014-10-22	605	259	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658267	ERS568084	ERP000347	JW_D4075-sc-1015614		2005			Not Known		Paratyphi A	D4075		public	GENOMIC
	WGS		500	PRJNA177592	SAMN03487300	Pathogen.env	PUBLIC HEALTH AGENCY OF CANADA	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX997265	0	Illumina MiSeq	PAIRED	RANDOM		2015-07-04	366	201	Salmonella enterica subsp. enterica serovar Paratyphi A str. SA19950809	ILLUMINA	2015-07-23	SRR1976296	SRS911485	SRP057242	SA19950809	National Microbiology Laboratory, Public Health Agency of Canada, Winnipeg, MB	1995-05-05	Canada: Ontario, Ottawa				Paratyphi A	SA19950809	enterica	public	GENOMIC
	OTHER		900	PRJNA287040	SAMN03775411		GEO	sra	ncbi			SRX1059002	0	PacBio RS II	SINGLE	other		2015-06-15	543	385	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	PACBIO_SMRT	2016-01-20	SRR2063223	SRS961189	SRP059508	GSM1711742							Paratyphi A	ATCC 9150	enterica	public	GENOMIC
	WGS		197	PRJEB18998	SAMEA52751668		UNIVERSITY HOSPITAL GALWAY	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi	2017-01-24	2017-01-19	ERX1865589	500	Illumina HiSeq 2500	PAIRED	RANDOM	unspecified	2017-01-25	338	147	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-01-25	ERR1802043	ERS1508450	ERP020979	MS160022		2016			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		191	PRJNA248792	SAMN07152319	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841043	0	Illumina HiSeq 2500	PAIRED	RANDOM	350679	2017-05-22	291	143	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583130	SRS2214390	SRP042645	350679.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	350679	human	Missing	Salmonella Paratyphi A	350679	enterica	public	GENOMIC
	WGS		192	PRJNA248792	SAMN07152357	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841086	0	Illumina HiSeq 2500	PAIRED	RANDOM	356317	2017-05-22	160	71	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583173	SRS2214433	SRP042645	356317.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	356317	human	Missing	Salmonella Paratyphi A	356317	enterica	public	GENOMIC
	WGS		196	PRJNA248792	SAMN07152384	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841110	0	Illumina HiSeq 2500	PAIRED	RANDOM	336999	2017-05-22	407	181	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583197	SRS2214457	SRP042645	336999.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	336999	human	Missing	Salmonella Paratyphi A	336999	enterica	public	GENOMIC
	WGS		197	PRJNA248792	SAMN07152422	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841150	0	Illumina HiSeq 2500	PAIRED	RANDOM	352781	2017-05-22	401	189	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583237	SRS2214485	SRP042645	352781.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	352781	human	Missing	Salmonella Paratyphi A	352781	enterica	public	GENOMIC
	WGS		191	PRJNA248792	SAMN07155082	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841350	0	Illumina HiSeq 2500	PAIRED	RANDOM	361817	2017-05-22	330	154	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583437	SRS2214684	SRP042645	361817.biosample	PHE	Apr-2017	United Kingdom: United Kingdom	361817	human	Missing	Salmonella Paratyphi A	361817	enterica	public	GENOMIC
	WGS		199	PRJNA248792	SAMN07153948	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841751	0	Illumina HiSeq 2500	PAIRED	RANDOM	357970	2017-05-22	309	147	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583838	SRS2215086	SRP042645	357970.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	357970	human	Missing	Salmonella Paratyphi A	357970	enterica	public	GENOMIC
	WGS		193	PRJNA248792	SAMN07155180	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841771	0	Illumina HiSeq 2500	PAIRED	RANDOM	342547	2017-05-22	346	164	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583858	SRS2215105	SRP042645	342547.biosample	PHE	Feb-2017	United Kingdom: United Kingdom	342547	human	Missing	Salmonella Paratyphi A	342547	enterica	public	GENOMIC
	WGS		199	PRJNA248792	SAMN07155279	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841788	0	Illumina HiSeq 2500	PAIRED	RANDOM	358439	2017-05-22	305	140	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583875	SRS2215122	SRP042645	358439.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	358439	human	Missing	Salmonella Paratyphi A	358439	enterica	public	GENOMIC
	WGS		195	PRJNA248792	SAMN07155513	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2841859	0	Illumina HiSeq 2500	PAIRED	RANDOM	364550	2017-05-22	276	139	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5583946	SRS2215193	SRP042645	364550.biosample	PHE	Apr-2017	United Kingdom: United Kingdom	364550	human	Missing	Salmonella Paratyphi A	364550	enterica	public	GENOMIC
	WGS		193	PRJNA248792	SAMN07155588	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2842516	0	Illumina HiSeq 2500	PAIRED	RANDOM	335239	2017-05-22	188	84	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-23	SRR5584603	SRS2215852	SRP042645	335239.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	335239	human	Missing	Salmonella Paratyphi A	335239	enterica	public	GENOMIC
	WGS		196	PRJNA248792	SAMN07156019	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2843292	0	Illumina HiSeq 2500	PAIRED	RANDOM	340180	2017-05-22	361	171	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-24	SRR5585378	SRS2216611	SRP042645	340180.biosample	PHE	Feb-2017	United Kingdom: United Kingdom	340180	human	Missing	Salmonella Paratyphi A	340180	enterica	public	GENOMIC
	WGS		199	PRJNA248792	SAMN07156020	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2843294	0	Illumina HiSeq 2500	PAIRED	RANDOM	358035	2017-05-22	320	153	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-24	SRR5585380	SRS2216613	SRP042645	358035.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	358035	human	Missing	Salmonella Paratyphi A	358035	enterica	public	GENOMIC
	WGS		185	PRJNA248792	SAMN07179352	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2871262	0	Illumina HiSeq 2500	PAIRED	RANDOM	347983	2017-05-31	216	94	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5631342	SRS2241421	SRP042645	347983.biosample	PHE	Feb-2017	United Kingdom: United Kingdom	347983	human	Missing	Salmonella Paratyphi A	347983	enterica	public	GENOMIC
	WGS		195	PRJNA248792	SAMN07179461	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2871431	0	Illumina HiSeq 2500	PAIRED	RANDOM	362093	2017-05-31	299	144	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5631560	SRS2241590	SRP042645	362093.biosample	PHE	Apr-2017	United Kingdom: United Kingdom	362093	human	Missing	Salmonella Paratyphi A	362093	enterica	public	GENOMIC
	WGS		193	PRJNA248792	SAMN07179474	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2871463	0	Illumina HiSeq 2500	PAIRED	RANDOM	348749	2017-05-31	337	153	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5631599	SRS2241622	SRP042645	348749.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	348749	human	Missing	Salmonella Paratyphi A	348749	enterica	public	GENOMIC
	WGS		186	PRJNA248792	SAMN07179941	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2871516	0	Illumina HiSeq 2500	PAIRED	RANDOM	356315	2017-05-31	205	90	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5631652	SRS2241675	SRP042645	356315.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	356315	human	Missing	Salmonella Paratyphi A	356315	enterica	public	GENOMIC
	WGS		194	PRJNA248792	SAMN07179998	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2871784	0	Illumina HiSeq 2500	PAIRED	RANDOM	333388	2017-05-31	240	103	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5631918	SRS2241936	SRP042645	333388.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	333388	human	Missing	Salmonella Paratyphi A	333388	enterica	public	GENOMIC
	WGS		173	PRJNA248792	SAMN07180291	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2872058	0	Illumina HiSeq 2500	PAIRED	RANDOM	366353	2017-05-31	292	137	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5632195	SRS2242181	SRP042645	366353.biosample	PHE	May-2017	United Kingdom: United Kingdom	366353	human	Missing	Salmonella Paratyphi A	366353	enterica	public	GENOMIC
	WGS		194	PRJNA248792	SAMN07180436	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2872627	0	Illumina HiSeq 2500	PAIRED	RANDOM	349295	2017-05-31	240	104	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5632776	SRS2242749	SRP042645	349295.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	349295	human	Missing	Salmonella Paratyphi A	349295	enterica	public	GENOMIC
	WGS		195	PRJNA248792	SAMN07180666	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2872959	0	Illumina HiSeq 2500	PAIRED	RANDOM	338391	2017-05-31	325	146	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5633108	SRS2243081	SRP042645	338391.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	338391	human	Missing	Salmonella Paratyphi A	338391	enterica	public	GENOMIC
	WGS		199	PRJNA248792	SAMN07180698	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2872972	0	Illumina HiSeq 2500	PAIRED	RANDOM	342953	2017-05-31	359	157	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5633121	SRS2243094	SRP042645	342953.biosample	PHE	Feb-2017	United Kingdom: United Kingdom	342953	human	Missing	Salmonella Paratyphi A	342953	enterica	public	GENOMIC
	WGS		196	PRJEB18998	SAMEA53427418		UNIVERSITY HOSPITAL GALWAY	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi	2017-01-24	2017-01-20	ERX1866218	500	Illumina HiSeq 2500	PAIRED	RANDOM	313446	2017-01-27	365	158	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-01-25	ERR1802487	ERS1509351	ERP020979	MS160082		2016			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		196	PRJEB18998	SAMEA55106668		UNIVERSITY HOSPITAL GALWAY	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi	2017-01-26	2017-01-26	ERX1873387	500	Illumina HiSeq 2500	PAIRED	RANDOM	313448	2017-01-30	332	146	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-01-30	ERR1810360	ERS1511590	ERP020979	MS160114		2016			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		194	PRJEB18998	SAMEA78447418		UNIVERSITY HOSPITAL GALWAY	minhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi	2017-02-02	2017-02-02	ERX1879271	500	Illumina HiSeq 2500	PAIRED	RANDOM	313454	2017-02-04	336	147	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-02-03	ERR1816702	ERS1542711	ERP020979	MS160266		2016			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		198	PRJEB18998	SAMEA72295168		UNIVERSITY HOSPITAL GALWAY	minhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi	2017-02-01	2017-02-02	ERX1878005	500	Illumina HiSeq 2500	PAIRED	RANDOM	313449	2017-02-04	267	116	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-02-03	ERR1815493	ERS1534508	ERP020979	MS160156		2016			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		196	PRJEB18998	SAMEA78712168		UNIVERSITY HOSPITAL GALWAY	minhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi	2017-02-03	2017-02-03	ERX1879693	500	Illumina HiSeq 2500	PAIRED	RANDOM	313456	2017-02-07	427	189	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-02-06	ERR1817114	ERS1543064	ERP020979	MS160292		2016			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		194	PRJNA248792	SAMN07180741	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2873022	0	Illumina HiSeq 2500	PAIRED	RANDOM	336955	2017-05-31	409	183	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5633171	SRS2243143	SRP042645	336955.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	336955	human	Missing	Salmonella Paratyphi A	336955	enterica	public	GENOMIC
	WGS		197	PRJNA248792	SAMN07180795	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2873092	0	Illumina HiSeq 2500	PAIRED	RANDOM	329893	2017-05-31	476	226	Salmonella enterica subsp. enterica	ILLUMINA	2017-06-01	SRR5633241	SRS2243214	SRP042645	329893.biosample	PHE	2016-12	United Kingdom: United Kingdom	329893	human	Missing	Salmonella Paratyphi A	329893	enterica	public	GENOMIC
	WGS		200	PRJNA248792	SAMN07418633	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3041547	0	Illumina HiSeq 2500	PAIRED	RANDOM	250727	2017-07-27	355	155	Salmonella enterica subsp. enterica	ILLUMINA	2017-07-28	SRR5874468	SRS2389559	SRP042645	250727.biosample	PHE	May-2016	United Kingdom: United Kingdom	250727	human	Missing	Salmonella Paratyphi A	250727	enterica	public	GENOMIC
	WGS		200	PRJNA248792	SAMN07433804	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3053505	0	Illumina HiSeq 2500	PAIRED	RANDOM	253340	2017-08-01	346	150	Salmonella enterica subsp. enterica	ILLUMINA	2017-08-02	SRR5887650	SRS2399857	SRP042645	253340.biosample	PHE	May-2016	United Kingdom: United Kingdom	253340	human	Missing	Salmonella Paratyphi A	253340	enterica	public	GENOMIC
